age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,CLIENT_ID
21, Private,131230, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States,0,18414
25, Private,251915, Bachelors,13.0, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0,21656
58, Self-emp-inc,181974, Doctorate,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, ?,0,10088
40, Private,236110, 12th,8.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba,1,23722
50, Self-emp-not-inc,27539, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States,1,12209
57, ?,188877, 9th,5.0, Divorced, ?, Not-in-family, White, Male,0,0,40, United-States,0,7934
34, Private,103651, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,19680
59, ?,424468, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,1,20117
23, Private,168009, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,0,13923
34, Private,243165, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,1,5672
69, Local-gov,61958, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,1424,0,6, United-States,0,29563
64, ?,140237, Preschool,1.0, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,13148
45, Self-emp-not-inc,364365, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,0,19193
55, Private,236520, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,13771
28, Self-emp-not-inc,115945, Some-college,10.0, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States,0,20778
24, Private,200089, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico,1,1366
35, Private,96824, Some-college,10.0, Divorced,, Unmarried, White, Female,0,0,40, United-States,0,590
23, Private,153044, HS-grad,9.0, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,7, United-States,0,14200
25, Private,310864, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, ?,0,7722
44, Private,240043, 10th,6.0, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States,0,4858
60, Private,26756, HS-grad,9.0, Widowed, Sales, Not-in-family, White, Female,0,0,50, United-States,0,10048
32, Private,236543, 12th,8.0, Divorced, Protective-serv, Own-child, White, Male,0,0,54, Mexico,0,21214
34, Self-emp-inc,127651, Bachelors,13.0, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States,0,25005
19, Private,407759, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0,16650
51, Private,90363, Some-college,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States,1,28821
31, Private,36069, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0,7592
47, Self-emp-not-inc,121124, 5th-6th,3.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Italy,1,1942
38, ?,281768, 7th-8th,4.0, Divorced, ?, Unmarried, Black, Female,0,0,30, United-States,0,26137
39, Private,191227, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,13550,0,50, United-States,1,6008
32, Local-gov,112650, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,11618
42, Federal-gov,52781, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States,1,32320
47, Private,217509, HS-grad,9.0, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Thailand,0,27545
25, State-gov,157617, HS-grad,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0,6414
37, Private,340599, 11th,7.0, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States,0,25375
50, State-gov,229272, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,1,9765
69, ?,320280, Some-college,10.0, Never-married, ?, Not-in-family, White, Male,1848,0,1, United-States,0,16665
26, Private,90277, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, ?,0,11929
49, Private,236913, HS-grad,9.0, Widowed, Other-service, Not-in-family, White, Female,0,0,45, United-States,0,11891
28, Private,217200, HS-grad,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States,0,4830
34, Private,190040, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,17743
51, Self-emp-not-inc,115851, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,15879
57, Local-gov,109973, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,0,27211
58, Private,234213, HS-grad,9.0, Divorced, Craft-repair, Not-in-family, White, Male,14344,0,48, United-States,1,24554
35, Self-emp-not-inc,193260, Masters,14.0, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, ?,1,8763
19, Private,45381, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States,0,10131
71, ?,35303, Bachelors,13.0, Married-civ-spouse, ?, Husband, White, Male,9386,0,30, United-States,1,11657
28, ?,203260, Bachelors,13.0, Never-married, ?, Not-in-family, White, Male,0,0,8, United-States,0,25141
56, Self-emp-inc,258883, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,4411
54, Private,143865, HS-grad,9.0, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States,0,25657
31, Private,176831, 10th,6.0, Divorced, Sales, Other-relative, White, Female,0,0,40, United-States,0,17609
35, Private,347491, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,3672
27, Private,389713, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,32179
71, ?,178295, Assoc-acdm,12.0, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States,0,27865
36, Private,224566, Assoc-acdm,12.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,1669,45, United-States,0,13056
30, State-gov,111883, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,3973
44, Private,145441, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,48, United-States,1,9864
24, Local-gov,176178, Assoc-acdm,12.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,2, United-States,0,12013
30, Private,168443, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0,0,30, United-States,0,29619
38, Self-emp-not-inc,89202, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,31539
57, ?,155259, Some-college,10.0, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0,26032
49, Private,192776, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,1,14717
40, State-gov,391736, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,4913
54, Private,279129, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0,32126
34, Self-emp-inc,175761, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1,19953
37, Private,213841, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,4284
47, Private,296066, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,30041
45, Private,33300, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States,1,2079
23, Private,37072, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0,26266
43, Local-gov,114859, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,17, United-States,0,18346
20, Private,33551, HS-grad,9.0, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0,1272
50, Self-emp-not-inc,93705, Some-college,10.0, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0,18762
26, Federal-gov,52322, Bachelors,13.0, Never-married, Tech-support, Not-in-family, Other, Male,0,0,60, United-States,0,14562
39, Private,80324, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,62, United-States,1,21736
29, Private,131088, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States,0,30351
42, State-gov,219682, Masters,14.0, Divorced,, Not-in-family, White, Male,0,0,45, United-States,0,134
23, Private,176178, HS-grad,9.0, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,0,31417
46, Private,102388, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States,1,22439
29, Private,308136, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,23415
32, Private,86808, HS-grad,9.0, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States,0,7661
44, Local-gov,101950, Prof-school,15.0, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,26445
43, Private,200835, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,15718
28, Private,33895, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,0,17989
68, ?,192052, Some-college,10.0, Married-civ-spouse, ?, Wife, White, Female,0,2457,40, United-States,0,7094
32, Self-emp-not-inc,337696, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0,13408
38, Private,241962, HS-grad,9.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,31099
29, Private,83517, 9th,5.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,4533
40, Self-emp-inc,190290, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, ?,1,26690
58, Local-gov,53481, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,0,20087
45, Private,357540, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,2002,55, United-States,0,19328
32, Private,204792, 11th,7.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0,27406
47, Private,179955, Some-college,10.0, Widowed, Transport-moving, Unmarried, White, Female,0,0,25, Outlying-US(Guam-USVI-etc),0,30678
26, Private,259585, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States,0,3438
26, Private,213385, Some-college,10.0, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States,0,5570
49, Self-emp-inc,58359, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,1,19870
56, Private,295067, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,14084,0,45, United-States,1,21937
29, Self-emp-not-inc,58744, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Male,0,0,60, United-States,0,13945
26, Private,130620, Assoc-acdm,12.0, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, ?,0,32385
24, Private,283613, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,9398
40, Private,121772, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, ?,1,9455
51, Private,99064, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States,0,13831
41, Federal-gov,371382, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,1,30832
33, State-gov,37070, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Canada,0,28080
23, Private,462294, Assoc-acdm,12.0, Never-married, Other-service, Own-child, Black, Male,0,0,44, United-States,0,17538
28, Private,247819, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States,0,20467
46, Private,471990, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,46, United-States,1,27029
56, Private,155449, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0,24185
34, Private,318641, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States,1,4468
56, Private,266091, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,2907,0,52, Cuba,0,15259
33, Private,124407, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,23514
27, Private,232954, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0,3212
51, Private,147954, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,3411,0,38, United-States,0,9430
42, Private,179557, Some-college,10.0, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,0,14048
37, Private,98941, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,1,28251
29, Private,196971, Bachelors,13.0, Never-married, Prof-specialty, Own-child, White, Female,0,0,72, United-States,0,27531
57, State-gov,19520, Doctorate,16.0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States,0,21379
35, Local-gov,233327, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,14236
31, Private,118941, Some-college,10.0, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States,0,10564
36, Private,342642, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States,0,22277
50, Private,175804, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,19372
17, Private,262511, 11th,7.0, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0,15553
40, Private,184682, Some-college,10.0, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0,18510
36, Private,70282, Some-college,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0,17424
49, Private,175958, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,1,20273
30, Private,370183, HS-grad,9.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0,4650
21, ?,219835, Assoc-voc,11.0, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,0,25901
64, State-gov,114650, 9th,, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,0,776
53, Local-gov,181755, Masters,14.0, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,1,14258
32, Private,279231, Assoc-voc,11.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy,0,27505
57, Private,300104, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,84, United-States,1,11334
54, Private,115284, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States,1,28854
44, Private,367749, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico,0,30745
30, Private,382368, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,31441
58, Private,160662, 10th,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,15300
20, Private,27337, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,48, United-States,0,2071
63, Private,237620, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,0,32158
34, Private,293703, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,0,19449
36, Private,181589, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, Columbia,0,22632
28, Private,177119, Masters,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, ?,0,13628
39, Private,80680, Some-college,10.0, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0,15594
32, Self-emp-not-inc,35595, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0,27318
28, Private,248911, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, ?,0,25398
17, Private,112291, 11th,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States,0,3250
33, Private,184784, 10th,6.0, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0,29739
